Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,status,sumber,Keywords_kategori,Text_clean
148,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",juli turun kualitas drastis wilayah jabodetabek pagi sore malam besok jabodetabek besok sicepat,netral,twitter,Update layanan pelacakan resi,juli turun kualitas drastis wilayah jabodetabek pagi sore malam besok jabodetabek besok
149,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",rumah orang nomor telepon aktif whatsapp aktif bilang home nelpon sicepat silambat,netral,twitter,Update layanan pelacakan resi,rumah orang nomor telepon aktif whatsapp aktif bilang home nelpon lambat
150,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",belanja tokopedia sicepat terima buka untung skincare ngalamin,netral,twitter,Update layanan pelacakan resi,belanja terima buka untung skincare ngalamin
151,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",cerita alam kerja sicepat,netral,twitter,Update layanan pelacakan resi,cerita alam kerja
152,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",nonaktif sicepat ribet tunggu sicepat drop agen aktif sicepat sicepatexpress,netral,twitter,Update layanan pelacakan resi,nonaktif ribet tunggu drop agen aktif resi
153,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",nonaktif aneh ambil suruh drop agen input request sicepat,netral,twitter,Update layanan pelacakan resi,nonaktif aneh ambil suruh drop agen input request
155,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",sicepat surabaya jombang,netral,twitter,Update layanan pelacakan resi,surabaya jombang
156,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",program sicepat ekspres edukasi umkm kembang bisnis manfaat teknologi konsep digital marketing sicepat,netral,twitter,Update layanan pelacakan resi,program ekspres edukasi umkm kembang bisnis manfaat teknologi konsep digital marketing
157,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",sicepat tolong main customer dapat data sistem bilang cargo kesana bilang maksimal maksimal mohon tunggu cape nunggu solusi sicepat,netral,twitter,Update layanan pelacakan resi,tolong main customer data sistem bilang cargo kesana bilang maksimal maksimal mohon tunggu cape nunggu solusi
158,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",chatan sicepat info hilang kardus ambil sicepat kurir indonesia,netral,twitter,Update layanan pelacakan resi,chatan info hilang kardus ambil kurir
159,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",sicepat hasil nihil apkah anti nilai rupiah sicepat barang hilang kurir sicepat,netral,twitter,Update layanan pelacakan resi,hasil nihil apkah anti nilai rupiah barang hilang kurir
161,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",adik kerja sicepat,netral,twitter,Update layanan pelacakan resi,adik kerja
162,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",koordinator harga bingung foto nominal sicepat,netral,twitter,Update layanan pelacakan resi,koordinator harga bingung foto nominal
163,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",informasi sicepat follow pergi gudang bilang investigasi foto dikirim sicepat,netral,twitter,Update layanan pelacakan resi,informasi follow pergi gudang bilang investigasi foto dikirim
166,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",agustus info tunggu sicepat,netral,twitter,Update layanan pelacakan resi,agustus info tunggu
167,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",tunggu jual mata cahari nabung hamil alas investigasi maksimal sicepat,netral,twitter,Update layanan pelacakan resi,tunggu jual mata cahari nabung hamil alas investigasi maksimal
168,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",kronologi jual cari makan dikirim sicepat agustus bekas sicepat paket jualan,netral,twitter,Update layanan pelacakan resi,kronologi jual cari makan dikirim agustus bekas paket jualan
175,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",sicepat layan resi cek resi sicepat pengiriman sicepat,netral,twitter,Update layanan pelacakan resi,layan resi cek resi pengiriman
176,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",informasi kerja sicepat resi sicepat cek resi jam kerja sicepat,netral,twitter,Update layanan pelacakan resi,informasi kerja resi cek resi jam kerja
177,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",sicepat ekspres ajak karyawan turun langsung salur donasi sicepat,netral,twitter,Update layanan pelacakan resi,ekspres ajak karyawan turun langsung salur donasi
178,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",alamat kantor agent cepat sidoarjo lengkap resi resi cek reis sicepat sicepat sidoarjo,netral,twitter,Update layanan pelacakan resi,alamat kantor agent cepat sidoarjo lengkap resi resi cek reis sidoarjo
179,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",bingung ganti jasa pilih shopee petiknet shopee shopeeid jasakirim sicepat,netral,twitter,Update layanan pelacakan resi,bingung ganti jasa pilih petiknet jasakirim
180,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",ninja kura kura order ninja ninjaekspress ninjavan cepat cepat sicepat,netral,twitter,Update layanan pelacakan resi,kura kura order ninjaekspress ninjavan cepat cepat
181,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",resi tokopedia denpasar pererenan twitter accountnya mention sicepat silambat padahal,netral,twitter,Update layanan pelacakan resi,resi denpasar pererenan accountnya mention lambat
182,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",service kali telat sicepat sicepat express,netral,twitter,Update layanan pelacakan resi,service telat resi
183,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",daerah biar langsung nunggu besok sicepat,netral,twitter,Update layanan pelacakan resi,daerah biar langsung nunggu besok
185,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",cepat estimasi juni juni gera tanggal juni sicepat,netral,twitter,Update layanan pelacakan resi,cepat estimasi juni juni gera tanggal juni
187,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",sicepat sicepat info magelang belanja online mending sicepat alam beli telat gudang langsung anter rumah murni testi konsumen,netral,twitter,Update layanan pelacakan resi,info magelang belanja online mending alam beli telat gudang langsung anter rumah murni testi konsumen
188,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",terima bandar lampung alamat gunung putri bogor resi tunggu sicepat sicepat ekspres sicepat halu,netral,twitter,Update layanan pelacakan resi,terima bandar lampung alamat gunung putri bogor resi tunggu ekspres halu
189,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",toko tangerang gunung putri bogor bandar lampung bolak bandar lampung sampai sicepat sicepat express,netral,twitter,Update layanan pelacakan resi,toko tangerang gunung putri bogor bandar lampung bolak bandar lampung resi
190,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",mohon info resi gerak sicepat sicepatexpress,netral,twitter,Update layanan pelacakan resi,mohon info resi gerak resi
191,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",kali bilang keburu mulu maret janji besok mulu alas chatnya kurir sicepat sicepat,netral,twitter,Update layanan pelacakan resi,bilang keburu mulu maret janji besok mulu alas chatnya kurir
192,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",telp cargo lambat sicepat sicepat lambat,netral,twitter,Update layanan pelacakan resi,telp cargo lambat lambat
193,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",bogor jaksel maks sicepat sicepat lambat,netral,twitter,Update layanan pelacakan resi,bogor jaksel maks lambat
194,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",sembarang express kayak belah estimasi anjing sicepat sicepatexpress,netral,twitter,Update layanan pelacakan resi,sembarang resi kayak belah estimasi resi
195,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",sicepat napas,netral,twitter,Update layanan pelacakan resi,napas
196,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",batas bantu jakarta sicepatlambat sicepat sicepat lambat silambat,netral,twitter,Update layanan pelacakan resi,batas bantu jakarta sicepatlambat lambat lambat
197,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",template komplain gubris janji layan beli kargo jakarta payah sicepat sicepat sicepatexpress,netral,twitter,Update layanan pelacakan resi,template komplain gubris janji layan beli kargo jakarta payah resi
198,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",demen beli online hindar keluh ngendap kargo kumpul sicepat sicepatexpress,netral,twitter,Update layanan pelacakan resi,demen beli online hindar keluh ngendap kargo kumpul resi
200,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",lambat sicepat sicepatekspress,netral,twitter,Update layanan pelacakan resi,lambat sicepatekspress
201,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",barusan mobil cargo sicepat harap mobil,netral,twitter,Update layanan pelacakan resi,barusan mobil cargo harap mobil
202,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",sicepat cepat cargo tanggal estimasi maksimal jakarta tangsel kabar,netral,twitter,Update layanan pelacakan resi,cepat cargo tanggal estimasi maksimal jakarta tangsel kabar
203,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",gudang anter sicepat,netral,twitter,Update layanan pelacakan resi,gudang anter
208,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",langsung sicepat,netral,twitter,Update layanan pelacakan resi,langsung
209,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",dobel resi tanggal april komplain kabar follow buset paket hilang sicepat,netral,twitter,Update layanan pelacakan resi,dobel resi tanggal april komplain kabar follow buset paket hilang
210,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",sicepat hobby criss cross ganti silemot simales,netral,twitter,Update layanan pelacakan resi,hobby criss cross ganti lambat simales
211,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",pesan ubah kondisi plastik bongkar bongkar lebaran ambil budu sicepat sicepat halu,netral,twitter,Update layanan pelacakan resi,pesan ubah kondisi plastik bongkar bongkar lebaran ambil budu halu
212,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",sicepat tolong tanggung telfon balas hubung customer service email respon komen tutup sicepat komplain sicepat,netral,twitter,Update layanan pelacakan resi,tolong tanggung telfon balas hubung customer service email respon komen tutup komplain
214,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",estimasi april sampai april silambat sicepat,netral,twitter,Update layanan pelacakan resi,estimasi april april lambat
215,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",sicepat kota sicepat silambat,netral,twitter,Update layanan pelacakan resi,kota lambat
217,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",kendala alami sesuai nama komplain tangap sicepat,netral,twitter,Update layanan pelacakan resi,kendala alami sesuai nama komplain tangap
219,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",bolak surat yasin parah sicepat,netral,twitter,Update layanan pelacakan resi,bolak surat yasin parah
220,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",resin bagus beli pecah sicepat anteraja,netral,twitter,Update layanan pelacakan resi,resin bagus beli pecah
221,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",tinggal ganti pecah beres tunda nunda selesai sicepat anteraja,netral,twitter,Update layanan pelacakan resi,tinggal ganti pecah beres tunda nunda selesai
222,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",resi pecah lapor instagram maret beres anteraja sicepat,netral,twitter,Update layanan pelacakan resi,resi pecah lapor instagram maret beres
223,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",saking ekspress sicepat mecat karyawan,netral,twitter,Update layanan pelacakan resi,saking ekspress mecat karyawan
224,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",menaker turun tangan massal sicepat baca lengkap mata indonesia menaker turun tangan phkmassal sicepat,netral,twitter,Update layanan pelacakan resi,menaker turun tangan massal baca lengkap mata menaker turun tangan phkmassal
225,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",manajemen sicepat ekspres buka suara kait kabar ratus menandatangani surat undur money karyawan sicepat jernihkan harapan baca,netral,twitter,Update layanan pelacakan resi,manajemen ekspres buka suara kait kabar ratus menandatangani surat undur money karyawan jernihkan harapan baca
226,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",sicepat ekspres buka suara massal karyawan simak sicepat,netral,twitter,Update layanan pelacakan resi,ekspres buka suara massal karyawan simak
229,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",cepat selesai kemnaker sicepat,netral,twitter,Update layanan pelacakan resi,cepat selesai kemnaker
230,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",sicepat expedisi mau puasa ada phk sicepatekspres puasa,netral,twitter,Update layanan pelacakan resi,edisi puasa phk puasa
231,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",status hilang paket hilang sicepat complain,netral,twitter,Update layanan pelacakan resi,status hilang paket hilang complain
236,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",mata pandang faktor kualitas kendala dampak sicepat,netral,twitter,Update layanan pelacakan resi,mata pandang faktor kualitas kendala dampak
237,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",jual jasa jual jasa semrawut cepat lambat tinggal konsumen benah mumpung sicepat,netral,twitter,Update layanan pelacakan resi,jual jasa jual jasa semrawut cepat lambat tinggal konsumen benah mumpung
238,0,1,"bantu, sicepat, terima, resi, tolong, mudah, indonesia, masuk, update, lacak",manajer mesti leader jalan lahir harap stakeholder goal implementasi buruk sicepat,netral,twitter,Update layanan pelacakan resi,manajer mesti leader jalan lahir harap stakeholder goal implementasi buruk
